File,Results Group Name,Plate Id,Trial,PoreSize,Day,StorageTemp,ProcessType,MilkType,PlateType,Method,Colony Class,Counted Colonies,Counted Volume,Concentration,Comments,Timestamp,Operator,Dilution Factor,Inoculated Volume,Inoculation mode,Excluded Area,Device SN,UTC Created Time,Count From Automatic Process,"Input Values: (Tr. to Back, Plate Diam, min Diam)",ExtraInfo,Column,Plate No,Count Used,Flag,Red,Blue,Violet,White,Yellow,Green,Other,Avg Diam,User ID,Date/Time,Source,Input,Min Size,Max Size,Plater,Mode,Shutter,Light,Light Col,Reduced Rgn,Grid,Grid Area,Samp Volume,Area Mult,Low Count,High Count,Plate ID,Dilution,Type,Additional,Treatment,Notes
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-SPC2,3,0.8,0,3,HTST,Skim,SPC,TEMPLATE_Sharp,Class 1,0,0.048411224,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:13:58 EST 2022,Administrator,1,0.05,E Mode 50ul,14.64965916,10007000/0064,Tue Mar 01 21:13:58 EST 2022,6,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-SPC2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-SPC1,3,0.8,0,3,HTST,Skim,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:13:35 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:13:35 EST 2022,1,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-SPC1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTWhole-na-CVTA2,3,0.8,0,3,HTST,Whole,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:10:29 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:10:29 EST 2022,0,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTWhole-na-CVTA2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTWhole-na-CVTA1,3,0.8,0,3,HTST,Whole,CVTA,TEMPLATE_Sharp,Class 1,0,0.048251975,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:10:13 EST 2022,Administrator,1,0.05,E Mode 50ul,16.11806107,10007000/0064,Tue Mar 01 21:10:13 EST 2022,1,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTWhole-na-CVTA1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-CVTA2,3,0.8,0,3,HTST,Skim,CVTA,TEMPLATE_Sharp,Class 1,0,0.048260957,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:08:42 EST 2022,Administrator,1,0.05,E Mode 50ul,16.0352478,10007000/0064,Tue Mar 01 21:08:42 EST 2022,1,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-CVTA2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-CVTA1,3,0.8,0,3,HTST,Skim,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:08:27 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:08:27 EST 2022,0,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-CVTA1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTWhole-na-SPC2,3,1.2,0,3,HTST,Whole,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:05:50 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:05:50 EST 2022,0,15 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTWhole-na-SPC2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTWhole-na-SPC1,3,1.2,0,3,HTST,Whole,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:05:40 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:05:40 EST 2022,0,15 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTWhole-na-SPC1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTSkim-na-SPC2,3,1.2,0,3,HTST,Skim,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:04:57 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:04:57 EST 2022,0,15 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTSkim-na-SPC2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTSkim-na-SPC1,3,1.2,0,3,HTST,Skim,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:04:33 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:04:33 EST 2022,1,15 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTSkim-na-SPC1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTskim-na-CVTA2,3,1.2,0,3,HTST,Skim,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:00:31 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:00:31 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTskim-na-CVTA2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTskim-na-CVTA1,3,1.2,0,3,HTST,Skim,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:00:20 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:00:20 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTskim-na-CVTA1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTWhole-na-CVTA2,3,1.2,0,3,HTST,Whole,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 15:59:56 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 20:59:56 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTWhole-na-CVTA2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTWhole-na-CVTA1,3,1.2,0,3,HTST,Whole,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 15:59:45 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 20:59:45 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTWhole-na-CVTA1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTWhole-na-SPC2,3,0.8,0,3,HTST,Whole,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 15:56:48 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 20:56:48 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTWhole-na-SPC2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTWhole-na-SPC1,3,0.8,0,3,HTST,Whole,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 15:56:33 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 20:56:33 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTWhole-na-SPC1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-SPC2,3,0.8,0,6.5,HTST,Skim,SPC,TEMPLATE_Sharp,Class 1,0,0.048411224,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:13:58 EST 2022,Administrator,1,0.05,E Mode 50ul,14.64965916,10007000/0064,Tue Mar 01 21:13:58 EST 2022,6,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-SPC2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-SPC1,3,0.8,0,6.5,HTST,Skim,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:13:35 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:13:35 EST 2022,1,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-SPC1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTWhole-na-CVTA2,3,0.8,0,6.5,HTST,Whole,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:10:29 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:10:29 EST 2022,0,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTWhole-na-CVTA2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTWhole-na-CVTA1,3,0.8,0,6.5,HTST,Whole,CVTA,TEMPLATE_Sharp,Class 1,0,0.048251975,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:10:13 EST 2022,Administrator,1,0.05,E Mode 50ul,16.11806107,10007000/0064,Tue Mar 01 21:10:13 EST 2022,1,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTWhole-na-CVTA1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-CVTA2,3,0.8,0,6.5,HTST,Skim,CVTA,TEMPLATE_Sharp,Class 1,0,0.048260957,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:08:42 EST 2022,Administrator,1,0.05,E Mode 50ul,16.0352478,10007000/0064,Tue Mar 01 21:08:42 EST 2022,1,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-CVTA2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-CVTA1,3,0.8,0,6.5,HTST,Skim,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:08:27 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:08:27 EST 2022,0,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-CVTA1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTWhole-na-SPC2,3,1.2,0,6.5,HTST,Whole,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:05:50 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:05:50 EST 2022,0,15 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTWhole-na-SPC2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTWhole-na-SPC1,3,1.2,0,6.5,HTST,Whole,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:05:40 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:05:40 EST 2022,0,15 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTWhole-na-SPC1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTSkim-na-SPC2,3,1.2,0,6.5,HTST,Skim,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:04:57 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:04:57 EST 2022,0,15 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTSkim-na-SPC2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTSkim-na-SPC1,3,1.2,0,6.5,HTST,Skim,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:04:33 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:04:33 EST 2022,1,15 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTSkim-na-SPC1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTskim-na-CVTA2,3,1.2,0,6.5,HTST,Skim,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:00:31 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:00:31 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTskim-na-CVTA2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTskim-na-CVTA1,3,1.2,0,6.5,HTST,Skim,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:00:20 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:00:20 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTskim-na-CVTA1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTWhole-na-CVTA2,3,1.2,0,6.5,HTST,Whole,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 15:59:56 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 20:59:56 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTWhole-na-CVTA2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTWhole-na-CVTA1,3,1.2,0,6.5,HTST,Whole,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 15:59:45 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 20:59:45 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTWhole-na-CVTA1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTWhole-na-SPC2,3,0.8,0,6.5,HTST,Whole,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 15:56:48 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 20:56:48 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTWhole-na-SPC2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTWhole-na-SPC1,3,0.8,0,6.5,HTST,Whole,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 15:56:33 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 20:56:33 EST 2022,0,25 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTWhole-na-SPC1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-SPC2,3,0.8,0,10,HTST,Skim,SPC,TEMPLATE_Sharp,Class 1,0,0.048411224,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:13:58 EST 2022,Administrator,1,0.05,E Mode 50ul,14.64965916,10007000/0064,Tue Mar 01 21:13:58 EST 2022,6,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-SPC2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-SPC1,3,0.8,0,10,HTST,Skim,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:13:35 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:13:35 EST 2022,1,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-SPC1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTWhole-na-CVTA2,3,0.8,0,10,HTST,Whole,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:10:29 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:10:29 EST 2022,0,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTWhole-na-CVTA2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTWhole-na-CVTA1,3,0.8,0,10,HTST,Whole,CVTA,TEMPLATE_Sharp,Class 1,0,0.048251975,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:10:13 EST 2022,Administrator,1,0.05,E Mode 50ul,16.11806107,10007000/0064,Tue Mar 01 21:10:13 EST 2022,1,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTWhole-na-CVTA1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-CVTA2,3,0.8,0,10,HTST,Skim,CVTA,TEMPLATE_Sharp,Class 1,0,0.048260957,0,<<Interactive changes have been made.>><<Calibration is needed.>>,Tue Mar 01 16:08:42 EST 2022,Administrator,1,0.05,E Mode 50ul,16.0352478,10007000/0064,Tue Mar 01 21:08:42 EST 2022,1,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-CVTA2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-0.8-D0-HTSTSkim-na-CVTA1,3,0.8,0,10,HTST,Skim,CVTA,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:08:27 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:08:27 EST 2022,0,10 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-0.8-D0-HTSTSkim-na-CVTA1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTWhole-na-SPC2,3,1.2,0,10,HTST,Whole,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:05:50 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:05:50 EST 2022,0,15 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTWhole-na-SPC2,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTWhole-na-SPC1,3,1.2,0,10,HTST,Whole,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:05:40 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:05:40 EST 2022,0,15 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTWhole-na-SPC1,,,,,
MF3-AllDays-052522.csv,ESLobj2_MF3,MF-3-1.2-D0-HTSTSkim-na-SPC2,3,1.2,0,10,HTST,Skim,SPC,TEMPLATE_Sharp,Class 1,0,0.050000001,0,<<Calibration is needed.>>,Tue Mar 01 16:04:57 EST 2022,Administrator,1,0.05,E Mode 50ul,0,10007000/0064,Tue Mar 01 21:04:57 EST 2022,0,15 ;85.0 ;1.3,KEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF-3-1.2-D0-HTSTSkim-na-SPC2,,,,,
